tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
candidate,2460364.345637,17.8335899,3.642,289.0,2.16267,62.1044,782.0,9.03131,147.527,6304.0,4.22164,1.43
candidate,2460189.124027,4.4291253,0.9461342,700.0516873,6.3443547,2105.6095608,1727.6835992,9.5473,286.94,6559.17,3.95184,2.0848899
candidate,2458703.264605,25.9213509,2.1208392,589.3171527,1.9119702,13.4574783,488.4956168,9.6446,72.1096,5011.0,4.56555,0.786678
non-candidate,2459692.968529,27.9102929,10.6336018,18279.5176543,19.2884326,55.0960466,694.8640749,11.7167,526.166,6327.0,4.438,1.39013
candidate,2459392.140389,8.8849511,1.9958507,16966.9658671,12.6838437,94.2936984,794.7680813,14.575,835.356,5160.0,4.39775,0.977054
candidate,2458689.578278,7.8344688,3.1260803,2017.3628771,3.7973353,51.6399559,683.7010001,11.6052,153.676,4837.0,4.60493,0.731146
candidate,2458684.471974,3.0051929,1.8111648,737.8355831,2.1434355,185.282957,940.9761542,11.6052,153.676,4837.0,4.60493,0.731146
non-candidate,2458687.926051,5.5460893,2.2804171,1956.6215347,8.8601851,1504.9446019,1588.5463022,11.8995,847.299,6963.86,4.07013,1.88937
candidate,2459394.278533,3.7705865,3.9149764,12789.7368577,15.822462,878.8827779,1388.6809829,14.9767,1898.26,5897.0,4.18651,1.38188
candidate,2460283.324345,4.1194175,2.057,722.0,2.68492,232.099,1087.0,9.2564,93.4913,5598.0,4.45,0.98
candidate,2459523.197223,4.6663795,2.526,6900.0,13.2255,711.568,1438.0,7.82403,125.189,7712.0,4.31,1.57
candidate,2460251.524106,8.2003748,2.168,1521.0,15.9053,530.919,1337.0,9.58025,208.41,6011.0,3.99,1.76
candidate,2460284.446332,2.7694936,1.031,712.0,1.27326,21.8758,602.0,7.89863,10.0055,3807.0,4.77,0.47
candidate,2460277.804123,5.7060868,0.863,821.0,1.89602,20.536,593.0,7.89863,10.0055,3807.0,4.77,0.47
non-candidate,2458411.065871,0.5168347,0.936413,33190.706911,6.597837,118.6676385,841.7881825,14.1118,210.988,3274.0,4.9794,0.273
candidate,2459419.383357,82.6901439,7.5240298,6529.5765126,6.8236925,3.3159282,344.1684282,11.8787,216.056,5073.0,4.53,0.831915
candidate,2459751.598569,482.8191,10.8504687,6928.144617,6.9087752,48.3867084,672.6687765,11.8787,216.056,5073.0,4.53,0.831915
candidate,2459501.2671,2.7875233,1.7384121,8077.6726128,15.2099907,1379.1372564,1554.2526706,10.3099,225.749,6408.3,4.34,1.27487
candidate,2460655.201888,3.9813082,3.1,464.0,2.36323,986.754,1561.0,7.7746,63.0637,6011.9,4.36,1.16
candidate,2460273.680601,7.2455997,2.734,1106.0,14.2395,1192.46,1637.0,8.6554,225.643,6169.1,3.65,2.68
candidate,2460257.717716,2.2251639,1.545,284.0,1.50436,348.601,1203.0,9.3928,90.0562,5509.0,4.5,0.92
non-candidate,2460254.350652,3.1442556,1.81,2095.0,4.69096,685.022,1425.0,10.2207,148.574,5691.0,4.45,1.0
candidate,2459522.948827,11.1684037,5.354,9660.0,12.77,312.155,1171.0,9.31437,130.72,5981.0,4.31,1.22
candidate,2459498.183252,5.5109534,2.411,520.0,3.08109,262.935,1121.0,9.67952,180.022,6404.0,4.31,1.31
candidate,2460256.015853,2.3494903,2.014,9053.0,14.6551,1355.37,1690.0,11.4512,550.363,7418.5,4.31,1.51
candidate,2460229.446917,2.6921752,3.246,9194.0,16.0682,4194.73,2242.0,10.4117,349.025,7461.4,4.22,1.68
candidate,2458416.351956,10.9245478,1.8716477,653.537141,1.9015018,35.242668,621.4224577,8.8723,45.5621,4884.0,4.49,0.74413
non-candidate,2460307.729373,3.1129681,2.308,585.0,1.5002,151.507,977.0,10.0745,47.914,4104.0,4.57,0.69
candidate,2459520.906327,5.2289874,3.386,320.0,2.3513,538.64,1342.0,9.02078,128.654,6213.0,4.3,1.28
candidate,2460257.044778,4.1137862,5.235,5739.0,15.0368,3108.45,2080.0,8.22398,134.058,6327.0,3.99,1.88
candidate,2460251.01417,4.5461685,3.323,5251.0,21.1272,3271.08,1183.01373235,12.0336,678.46,5341.8,3.98,2.4
candidate,2459448.534256,13.8338893,1.4260598,8899.362156,10.4349704,22.7363971,556.929421,11.0302,101.255,4225.95,4.37245,0.876814
candidate,2459550.580295,5.3193755,6.6913995,6537.0839819,19.6684639,1968.900323,1698.9307701,11.7892,835.907,6350.0,3.78918,2.3693399
candidate,2458765.025928,1.5538188,0.923936,3449.9519182,1.2643202,17.9814886,525.2017443,12.8872,28.1016,3244.0,5.07736,0.192729
candidate,2459474.422251,3.4878754,2.8827447,18093.4842065,16.8851071,706.3971426,1314.8674761,12.357,333.973,5752.44,4.27789,1.22041
candidate,2459475.981707,3.7998536,1.8114914,25455.0849851,13.2670623,88.67126,782.6461795,12.2341,143.651,4133.4,4.48806,0.759375
candidate,2459528.34243,3.4732399,4.3731099,10338.2192807,16.6589645,2304.5286397,1767.1168865,13.8232,1490.49,7406.97,4.27763,1.56373
candidate,2458414.822983,4.1074291,3.0844055,900.9217753,3.971632,445.4447971,1171.7048355,10.6573,205.366,5205.0,4.45924,1.30055
candidate,2459933.972235,1.3887494,1.38,3301.0,15.9057,12503.9,2945.0,9.56967,272.645,7825.0,4.07227,2.08
candidate,2459451.521141,4.5195089,3.1628648,17738.8625444,14.3049176,382.449189,1127.8807531,12.3553,437.495,5887.0,4.44001,1.0321
candidate,2459474.773371,1.2969404,3.4301667,52197.5005433,11.2860342,48.3357374,672.4915576,16.1779,297.693,3003.0,4.76981,0.463184
candidate,2459475.969231,3.2588316,2.2220346,22743.2337536,12.8714868,284.4141772,1047.3879178,11.5476,178.475,5387.06,4.58431,0.817114
candidate,2459475.610373,2.7908285,2.2599869,10049.6938823,16.7559488,1998.7811524,1705.3403223,10.5136,320.639,6635.91,4.24728,1.4707
candidate,2459475.637804,2.191342,1.8100691,1062.791258,2.301946,243.7119088,1007.7178174,10.5774,365.008,4384.23,4.438,0.720126
candidate,2459338.399136,17.4756122,2.895,790.0,2.65592,24.581,620.0,8.4492,51.1333,5387.2,4.33,0.84
non-candidate,2459264.71217,23.1438551,5.7659467,6955.8738937,13.2171669,36.2033889,625.6148603,11.5252,260.383,5356.0,4.38,1.06356
candidate,2458575.158194,6.32668,2.0310601,520.8002154,2.2901554,195.7303563,953.9690748,9.66562,113.123,5673.0,4.46318,0.975383
candidate,2458673.333796,714.6970956,5.6919436,457.0864505,2.491011,0.5647608,221.0985478,8.6577,92.0015,6324.0,4.37047,1.12577
non-candidate,2459169.21814,2.53405,1.944,4070.0,26.5362,3632.83,2162.0,9.1013,187.812,6497.8,4.17,1.65
candidate,2458619.207165,721.5622191,4.5933413,2177.931991,4.5521238,0.3470093,195.7514704,9.046,85.3751,6294.0,4.53886,0.968886
candidate,2458705.690981,33.6356252,3.884357,724.0198395,2.3945586,14.5288129,497.9403065,8.7551,62.2978,5614.0,4.60434,0.821642
candidate,2458712.448605,63.1448519,4.9925509,1697.0188103,2.8828549,1.8139846,295.9907568,10.6329,65.4707,4152.0,4.55825,0.702045
candidate,2458864.835181,271.938639,11.1292466,483.1688883,3.5295923,1.2295467,268.5690786,8.3498,95.2016,5490.04,4.02198,1.5819
non-candidate,2460232.412765,0.8706763,1.007,1861.0,6.52133,1486.34,1729.0,12.5065,568.754,6121.0,4.16573,1.47
non-candidate,2460209.918841,49.1077047,2.9402319,28125.1452075,12.3506372,3.1634389,340.1414927,10.6029,75.3511,4358.0,4.55296,0.72245
non-candidate,2459454.50904,42.8289152,2.3248526,85688.8204519,8.539416,0.2884754,186.9161969,15.7488,136.79,3090.0,4.93803,0.289034
candidate,2459451.613,14.3540583,2.5122529,1053.0719668,2.8052104,38.4877433,635.2583194,10.3991,112.147,5142.48,4.50291,0.86465
candidate,2459449.353563,10.2829583,3.5348916,865.1246457,2.7186716,87.4018996,779.8300521,10.7434,168.248,5700.0,4.54131,0.894563
candidate,2459451.091261,3.990679,2.7900392,670.2495772,2.7025526,502.3405437,1207.4504214,10.671,205.737,6153.0,4.48335,1.02672
candidate,2459456.765509,13.0780555,4.4541336,932.1214968,3.3632641,103.1976309,812.9001083,10.671,205.737,6153.0,4.48335,1.02672
non-candidate,2459116.382318,0.8185672,0.9809687,44712.1811611,4.1552603,151050.0669195,5028.0545421,15.61,2220.36,31000.0,5.59998,0.18
candidate,2459447.755126,2.6857229,2.2391182,632.8097747,2.8622325,854.2741042,1378.8564659,11.0771,245.089,5978.0,4.42301,1.06715
candidate,2460239.908686,22.0933922,5.4095076,2633.6009111,9.7603293,192.5802083,950.1073168,7.1323,86.3501,6798.4,4.11,1.75449
candidate,2459449.129554,3.6022377,1.032552,2229.9856882,1.1671855,7.9279121,427.9661854,11.9847,23.651,3266.0,4.99716,0.242091
candidate,2458411.393075,5.0256637,1.8885767,650.1415697,1.4655752,23.1770314,559.6083706,10.6127,40.1036,3782.0,4.72167,0.518021
candidate,2458415.854932,10.7387039,1.5317637,803.3539058,1.7168904,8.4213145,434.4749293,10.6127,40.1036,3782.0,4.72167,0.518021
candidate,2459524.090945,0.3181853,0.762,480.0,1.78228,1654.43,1776.0,11.0505,88.7751,4242.23,4.5065,0.75
candidate,2460084.812644,5.0872348,8.035,4037.0,17.9284,10680.9,2832.0,10.2381,709.453,8972.0,3.83,3.02
candidate,2459915.972155,8.9299483,3.2002668,26516.4016202,12.6566078,36.0859625,625.1069435,12.2257,169.637,4379.0,4.49,0.777586
candidate,2459451.542506,8.8346147,3.0143987,646.0966072,2.5385619,144.6819536,884.5519427,9.59055,117.411,5991.0,4.50886,0.968041
candidate,2459451.391313,11.0696104,3.1681143,591.1055416,2.5924247,107.1078742,820.4934142,9.59055,117.411,5991.0,4.50886,0.968041
candidate,2459461.181123,15.3886607,4.3300643,407.1050545,2.5382638,87.1069216,779.1712437,8.97055,101.321,6101.0,4.44514,1.0623
candidate,2460233.687026,15.0758735,3.502,645.0,2.41942,48.6781,735.0,10.1448,148.252,5744.71,4.44026,1.01
candidate,2458414.135893,3.8361623,2.4128495,5357.5774934,6.2369926,190.7135382,947.796565,10.7307,122.066,4910.0,4.60108,0.84738
candidate,2459084.536102,2.6672418,2.858,11150.0,8.5917,307.867,1166.0,13.492,314.596,4432.0,4.5,0.77
candidate,2459071.960195,11.1878978,2.457,8190.0,10.1018,36.1679,683.0,13.3592,686.148,5721.0,4.39,1.07
candidate,2459078.330446,18.6224802,4.088,9890.0,12.759,84.0311,843.0,12.1679,356.061,5654.5,4.44,0.99
candidate,2460128.431989,16.3764188,4.775,1230.0,4.23355,115.374,913.0,11.3326,376.59,6397.0,4.36,1.24
candidate,2459084.090632,10.6936683,2.411,10680.0,12.2512,37.24,688.0,13.2157,695.482,5820.0,4.34,1.14
candidate,2459085.462981,3.6749802,1.743,23820.0,11.714,92.6245,864.0,13.4227,382.837,5134.0,4.66,0.72
candidate,2459110.795172,3.439221,1.693,5050.0,6.2369,117.243,916.0,13.3652,443.769,5053.0,4.48,0.87
candidate,2460183.111585,8.115667,0.9600196,1807.4400226,5.8543726,344.4795703,1098.7796748,11.5471,433.817,6200.0,4.25,1.35175
candidate,2459103.831934,6.0142432,2.262,1210.0,2.96676,103.111,887.0,11.5047,222.47,5575.0,4.58,0.85
candidate,2459167.858358,1.0451165,0.794,1010.0,6.13091,1195.11,1638.0,10.9774,329.19,5921.2,4.11,1.52
candidate,2459201.891355,4.1876154,3.0070217,10906.185708,13.9002369,811.3504171,1361.1997652,12.8893,772.11,6675.0,4.20094,1.23733
candidate,2459523.062741,1.5090806,1.796,26050.0,14.3177,365.719,1218.0,13.2616,257.346,4674.0,4.46,0.84
candidate,2459156.854569,8.8085782,1.92,9550.0,10.544,363.901,1183.01373235,11.858,179.125,5800.55,4.33,1.23434
candidate,2459165.007854,4.7034187,1.937,1390.0,2.58065,50.104,741.0,11.4031,111.047,4481.0,4.6,0.69
candidate,2459159.619518,5.2916448,2.645,17870.0,10.1289,51.2343,745.0,13.0006,230.3,4397.1,4.56,0.75
candidate,2459165.08637,3.0002713,3.519,8490.0,12.4821,1054.22,1587.0,12.7285,606.404,5902.3,4.27,1.26
candidate,2459165.067431,3.6831574,4.43,6190.0,12.4845,1500.66,1733.0,13.2467,1196.83,6304.0,4.09,1.66
candidate,2459168.476368,2.9093856,2.075,45160.0,12.8688,46.992,729.0,13.3272,154.749,3666.0,4.66,0.59
candidate,2459165.819787,17.9450925,1.673,16550.0,13.3791,5.5686,427.0,13.413,652.129,5681.0,4.44,1.01
candidate,2459169.299411,1.0049552,0.92,8600.0,5.19137,63.8249,787.0,13.8371,106.188,3210.0,4.81,0.42
non-candidate,2459169.548716,0.2476684,0.401,2460.0,5.81442,1087.04,1599.0,13.1599,320.901,4886.0,4.59,0.75
non-candidate,2459198.7024,1.734422,2.32,1230.0,4.24151,4861.83,2326.0,10.2767,151.504,5890.0,4.48757,0.94
candidate,2459150.617565,15.5014296,1.663,90070.0,10.8287,0.691797,254.0,14.8743,365.008,3382.0,4.87,0.36
candidate,2459167.096077,17.1470323,3.895,2310.0,5.37173,46.4785,727.0,11.6733,325.257,5689.0,4.34,1.13
candidate,2459168.770633,6.6132132,5.646,10010.0,15.5423,619.404,1389.0,11.8795,559.243,6110.0,4.1,1.58
candidate,2459164.646167,4.8667353,0.728,6370.0,16.8337,35.4585,679.0,12.9735,480.34,5383.0,4.38,1.03
candidate,2459161.883903,4.2430633,3.582,7270.0,12.965,459.164,1289.0,13.1662,860.97,5595.0,4.07,1.53
candidate,2459165.52615,3.5779775,1.795,830.0,2.15124,54.0709,755.0,11.0418,61.629,3991.0,4.67,0.61
candidate,2459163.082504,13.291966,2.48,7360.0,8.65633,30.0086,652.0,13.2172,428.86,5042.0,4.45,0.9
candidate,2459166.440518,4.0589926,0.789,2440.0,5.84962,28.012,640.0,12.4969,408.611,5556.0,4.44,0.99
candidate,2459168.253288,4.7743169,2.968,10690.0,12.3583,239.866,1096.0,13.0862,614.098,5549.0,4.29,1.18
candidate,2460211.223411,6.8170909,4.392584,2977.5740385,7.4200144,297.4095784,1059.1524799,11.7948,320.502,4955.0,4.33,1.25717
candidate,2459220.820401,3.3252703,2.0538144,34741.7763037,11.5039006,47.331494,668.9710175,13.3383,169.318,3724.0,4.68255,0.596801
candidate,2459173.504974,17.4314043,4.06,8180.0,9.8169,43.2591,714.0,13.1744,671.413,5923.0,4.4,1.08
candidate,2459194.880219,3.0421828,2.628,20390.0,14.5498,414.535,1257.0,13.3206,567.879,5582.5,4.43,1.0
non-candidate,2459187.795987,6.7934811,1.824,5400.0,15.1938,111.068,904.0,12.2624,816.554,6121.0,3.94,1.92
non-candidate,2459194.816461,3.0929206,2.248,5640.0,11.6629,460.711,1290.0,12.9876,757.235,5787.4,4.15,1.43
candidate,2459194.248543,6.4879123,1.648,7260.0,16.7425,92.2897,863.0,12.8181,1077.65,6782.0,4.13,1.73
candidate,2459188.98641,7.0308254,3.198,1560.0,3.61495,149.202,973.0,11.6829,249.796,5516.0,4.51,0.9
candidate,2459190.957776,7.9461192,2.339,8750.0,13.6973,49.6833,739.0,13.372,751.692,5416.0,4.13,1.38
candidate,2459548.927537,3.313358,3.014,6230.0,14.6999,817.242,1489.0,13.3354,977.374,6209.0,3.97,1.87
candidate,2460211.622844,7.7688831,1.353,7970.0,11.4556,40.9939,704.0,12.587,435.088,5851.0,4.35,1.14
candidate,2459198.970846,2.4337374,1.835,12540.0,8.67796,116.886,916.0,12.52,365.008,4294.3,4.33,0.74
candidate,2458474.569581,13.6308024,4.3426564,1179.1033339,3.5493962,60.1603117,710.3089208,8.7615,68.192,6114.0,4.5101,1.00528
candidate,2459180.689567,11.5341529,1.332,1750.0,6.82739,19.425,584.0,11.0796,395.245,6356.0,4.18,1.51
candidate,2459185.213746,8.5725884,4.495,4880.0,10.4135,222.607,1076.0,13.364,994.05,5807.0,4.11,1.5
candidate,2459198.541053,4.0519584,0.666,5310.0,10.7206,24.4556,619.0,13.2815,574.438,5147.0,4.28,1.12
candidate,2459198.727602,1.9113216,1.167,7400.0,10.1581,223.347,1076.0,11.8326,213.014,4578.0,4.25,1.05
candidate,2459193.698371,5.629318,1.847,8030.0,14.4974,86.4308,849.0,13.5249,759.794,5885.0,4.1,1.53
candidate,2459155.04089,35.7861915,2.924,20160.0,13.2073,8.69035,478.0,12.4332,358.057,5755.0,4.59,0.85
candidate,2459521.210956,4.1249095,3.025,5480.0,10.7709,453.643,1285.0,13.3233,759.867,6007.5,4.16,1.44
candidate,2459195.473718,5.0274739,6.229,4070.0,13.8852,861.273,1509.0,13.5473,1206.44,5178.0,4.33,2.12
candidate,2459191.579713,4.2333233,2.325,10850.0,12.5093,217.929,1070.0,13.5306,624.495,5696.0,4.33,1.14
candidate,2459186.707588,10.1766089,4.474,7980.0,11.0026,154.351,981.0,13.2669,621.613,5452.0,4.26,1.19
candidate,2458474.494915,12.1914558,3.3188127,2625.0570737,4.6131319,44.7551381,659.6756823,10.6995,130.46,5418.0,4.57259,0.840971
candidate,2459197.315409,2.2964514,1.734,3430.0,10.544,150.096,975.0,13.8159,365.008,4391.0,4.33,1.23434
candidate,2459197.981561,8.5821795,3.835,6790.0,9.30439,149.861,974.0,12.735,532.228,5818.0,4.38,1.1
candidate,2459194.134783,3.121702,3.323,12650.0,14.8115,842.648,1500.0,12.2469,521.26,5944.0,4.25,1.29
candidate,2459517.108882,5.1155806,3.042,6250.0,13.6976,366.902,1219.0,13.1052,934.743,6349.0,4.07,1.71
candidate,2459197.724648,2.6875966,1.469,2480.0,13.3886,272.867,1132.0,12.4562,954.316,5885.0,3.77,2.24
candidate,2459519.126558,11.9140328,5.076,3050.0,9.89059,194.396,1040.0,11.4616,454.797,5359.0,4.08,1.77
candidate,2458483.114646,735.982363,5.289,9100.0,12.541,0.0728708,1183.01373235,11.4558,217.627,5309.0,4.41,1.01
candidate,2459226.690709,0.4709937,0.336,1900.0,14.5973,2761.87,2019.0,12.2096,688.203,6719.0,4.26,1.47
candidate,2459223.248135,3.3560085,3.354,10850.0,15.1419,1635.6,1771.0,13.4142,708.347,5906.0,4.26,1.27
candidate,2459220.512929,6.2397532,3.209,11490.0,7.89594,587.658,1371.0,12.8771,365.008,5956.9,4.33,0.5
candidate,2459223.302264,3.5857076,2.7072065,11813.302926,15.8525901,1089.1709863,1465.1893915,9.79059,201.224,6400.0,4.34435,1.34556
candidate,2459226.526882,1.4798437,2.702,3090.0,8.37272,2205.43,1909.0,12.8983,713.662,5475.0,4.07,1.5
candidate,2459221.348914,3.7081082,6.54,1490.0,13.6266,1874.58,1833.0,12.6127,1162.16,5337.0,4.33,3.56
candidate,2459221.840496,8.8720052,3.592,4370.0,8.76898,117.013,916.0,12.4505,494.543,5626.0,4.2,1.31
candidate,2459224.623802,2.9532479,3.095,6210.0,10.544,2007.04,1864.0,11.8362,1028.39,7076.3,4.33,1.23434
candidate,2459219.562126,7.9144674,3.114,20760.0,14.5746,80.2209,833.0,13.2837,517.611,5431.0,4.42,1.0
non-candidate,2459214.764692,6.4274159,1.277,3940.0,12.9491,41.0821,705.0,11.907,583.6,6227.0,4.12,1.58
candidate,2459218.398096,5.2376102,6.518,3830.0,16.2444,3686.59,2170.0,12.9871,2046.79,7666.0,3.87,2.59
candidate,2459219.329857,4.1583367,3.043,9610.0,16.0152,1509.9,1736.0,13.187,1422.73,8131.7,4.35,1.55
candidate,2459220.398799,5.1409029,2.265,5830.0,8.29803,207.445,1057.0,12.6581,563.123,6282.4,4.47,1.07
candidate,2459201.745874,14.3953055,2.87,17315.0,11.615,23.3681,612.0,12.4967,239.104,4850.0,4.56,0.77
candidate,2459226.783631,0.5682596,0.755,42540.0,24.8489,138.045,954.0,12.3123,365.008,3294.0,4.438,0.5
candidate,2459225.607183,3.7810832,3.069,8030.0,15.3456,702.278,1434.0,13.3224,1113.96,6364.0,4.14,1.59
candidate,2460237.323707,4.0086493,2.468972,9213.7506419,7.2935622,161.1042737,908.6497573,12.8219,285.885,4779.0,4.33,0.77199
candidate,2459219.500661,10.8910909,3.992,4350.0,10.6208,177.179,1016.0,12.9256,942.214,6619.0,4.17,1.61
candidate,2459226.361286,3.6590997,2.955,8630.0,14.6976,814.239,1488.0,13.0796,982.931,6624.0,4.18,1.58
candidate,2459221.311524,3.572359,2.731,1300.0,3.43709,495.575,1314.0,11.2567,225.229,5730.0,4.52,0.92
candidate,2459546.99513,2.0763072,1.223,16220.0,12.6426,243.693,1100.0,12.2651,367.045,5805.0,4.5,0.95
candidate,2459223.153269,4.2971136,2.775,26010.0,14.1426,166.22,1000.0,12.1022,250.87,5203.0,4.53,0.85
candidate,2459214.055371,7.151653,1.193,11740.0,22.4773,44.731,720.0,12.7858,467.492,5635.0,4.32,1.14
candidate,2459223.951267,6.0879495,1.639,26720.0,12.8134,12.8029,526.0,13.2415,196.016,3971.0,4.6,0.66
candidate,2459220.206779,6.9279673,1.868,6830.0,9.55039,70.231,806.0,12.5934,464.949,5950.0,4.44,1.04
candidate,2459229.48943,1.5732848,2.4285285,16875.7909849,14.7247524,1563.6373659,1603.8131115,12.0506,369.926,5400.0,4.38782,1.09539
candidate,2459545.314424,4.0681112,3.284,2150.0,9.75584,4517.28,2283.0,11.5548,572.079,7070.0,4.13,1.78
candidate,2459548.375865,1.4553693,1.236,9810.0,13.4308,1295.38,1671.0,11.801,365.008,6344.5,4.33,1.25
candidate,2459225.157456,1.8911553,1.085,14530.0,21.7999,538.48,1342.0,13.1802,570.837,5711.0,4.44,1.01
candidate,2459544.58483,5.3054422,3.785,18200.0,17.4742,510.647,1324.0,13.0454,796.776,6473.0,4.35,1.27
candidate,2459541.87525,6.2356356,5.544,2470.0,9.02698,633.344,1397.0,11.9039,563.068,5854.0,3.97,1.76
candidate,2459221.109539,3.541053,2.031,21620.0,10.544,363.901,1183.01373235,12.922,365.008,5800.55,4.33,1.23434
candidate,2459222.792459,2.8564778,4.678,5320.0,21.5886,8379.19,2665.0,13.4148,914.606,5777.0,4.02,1.65
candidate,2459222.401832,9.3202467,4.963,2200.0,7.8768,250.474,1108.0,11.992,580.199,5916.0,4.02,1.67
non-candidate,2459549.304788,4.6498719,4.995,8110.0,16.6839,4756.94,2313.0,12.1359,1102.97,9056.0,4.3,1.78
candidate,2459223.200936,8.1703609,3.365,9410.0,22.3829,1223.74,1183.01373235,10.5293,626.217,8190.0,4.438,2.1
candidate,2459226.05544,2.5167257,2.5896099,16406.5457432,12.9083148,558.8280149,1240.0502722,12.7632,416.459,5403.0,4.50146,0.982638
candidate,2459226.154086,5.7728793,3.883,6900.0,10.544,363.901,1183.01373235,11.572,633.036,5800.55,4.33,1.23434
candidate,2459223.677938,2.4849639,2.977,6830.0,14.0194,1421.21,1710.0,12.6648,772.403,6252.0,4.11,1.6
candidate,2459226.761013,4.1034672,2.918,6920.0,10.5038,689.785,1427.0,12.9065,803.756,6753.0,4.39,1.27
candidate,2459217.210283,6.2185453,3.122,7840.0,19.4459,798.226,1480.0,13.0802,1882.37,7968.0,4.06,2.14
candidate,2459220.296088,4.8013522,4.644,4690.0,14.2355,1151.39,1622.0,12.7323,999.297,6399.9,3.9,2.11
candidate,2459220.372965,4.413935,2.604,10370.0,13.3105,293.437,1153.0,13.1524,898.386,5972.0,4.33,1.28
candidate,2459213.185298,7.5395871,2.44,2920.0,4.39334,55.2646,759.0,11.9046,218.705,5223.0,4.6,0.78
candidate,2459222.486906,5.2192426,2.45,1500.0,3.8343,190.795,1035.0,11.8128,304.615,5688.0,4.45,0.99
